category,headline,url
ENVIRONMENT,Romania: 9 dead after van plunges into river,http://www.foxnews.com/world/2018/04/05/romania-9-dead-after-van-plunges-into-river.html
ENVIRONMENT,South Korean military says fighter jet crashes on mountain,http://www.foxnews.com/world/2018/04/05/south-korean-military-says-fighter-jet-crashes-on-mountain.html
ENVIRONMENT,Philippines to shut polluted isle Duterte called a cesspool,http://www.foxnews.com/world/2018/04/05/philippines-to-shut-polluted-isle-duterte-called-cesspool.html
ENVIRONMENT,"Long-hidden toxic waste endangers Serbia's health, EU status",http://www.foxnews.com/world/2018/04/04/long-hidden-toxic-waste-endangers-serbias-health-eu-status.html
ENVIRONMENT,Oil spill fire chokes Indonesian port city; 4 dead,http://www.foxnews.com/world/2018/04/04/oil-spill-fire-chokes-indonesian-port-city-4-dead.html
ENVIRONMENT,Thai magazine editor in trouble over anti-pollution posting,http://www.foxnews.com/world/2018/04/02/thai-magazine-editor-in-trouble-over-anti-pollution-posting.html
ENVIRONMENT,Avalanche in French Alps kills 1 and injures 3 others,http://www.foxnews.com/world/2018/04/02/avalanche-in-french-alps-kills-1-and-injures-3-others.html
ENVIRONMENT,Puerto Rico's rainforest slowly reopens to visitors,http://www.foxnews.com/world/2018/03/30/puerto-ricos-rainforest-slowly-reopens-to-visitors.html
ENVIRONMENT,UN chief urges bigger greenhouse gas cuts than pledged,http://www.foxnews.com/world/2018/03/29/un-chief-urges-bigger-greenhouse-gas-cuts-than-pledged.html
ENVIRONMENT,World's top cocoa producers fight to protect forests,http://www.foxnews.com/world/2018/03/29/worlds-top-cocoa-producers-fight-to-protect-forests.html
ENVIRONMENT,Driver tries to hit 2 soldiers with vehicle in French Alps,http://www.foxnews.com/world/2018/03/29/driver-tries-to-hit-2-soldiers-with-vehicle-in-french-alps.html
ENVIRONMENT,Changes coming in Gulf of St Lawrence to help save whales,http://www.foxnews.com/world/2018/03/28/changes-coming-in-gulf-st-lawrence-to-help-save-whales.html
ENVIRONMENT,Thailand to give the beach from 'The Beach' movie a breather from tourists,http://www.foxnews.com/world/2018/03/28/thailand-to-give-beach-from-beach-movie-breather-from-tourists.html
ENVIRONMENT,Germany's carbon emissions decline due to more wind power,http://www.foxnews.com/world/2018/03/27/germanys-carbon-emissions-decline-due-to-more-wind-power.html
ENVIRONMENT,South Africa land protest turns violent; 30 arrested,http://www.foxnews.com/world/2018/03/27/south-africa-land-protest-turns-violent-30-arrested.html
ENVIRONMENT,Greenpeace leaves sustainable wood certification group,http://www.foxnews.com/world/2018/03/27/greenpeace-leaves-sustainable-wood-certification-group.html
ENVIRONMENT,Mexico pledges $4.3 million effort to stop Tijuana spills,http://www.foxnews.com/world/2018/03/26/mexico-pledges-4-3-million-effort-to-stop-tijuana-spills.html
ENVIRONMENT,Mexican zookeeper forgot to shut gate before killed by lion,http://www.foxnews.com/world/2018/03/26/mexican-zookeeper-forgot-to-shut-gate-before-killed-by-lion.html
ENVIRONMENT,Grace Mugabe linked to alleged ivory smuggling in Zimbabwe,http://www.foxnews.com/world/2018/03/26/grace-mugabe-linked-to-alleged-ivory-smuggling-in-zimbabwe.html
ENVIRONMENT,Recent developments surrounding the South China Sea,http://www.foxnews.com/world/2018/03/26/recent-developments-surrounding-south-china-sea.html
ENVIRONMENT,UN food agency boss warns of new European migrant crisis,http://www.foxnews.com/world/2018/03/26/un-food-agency-boss-warns-new-european-migrant-crisis.html
ENVIRONMENT,Lights go dark for Earth Hour to highlight climate change,http://www.foxnews.com/world/2018/03/25/lights-go-dark-for-earth-hour-to-highlight-climate-change.html
ENVIRONMENT,Lights go dark for Earth Hour to focus on climate change,http://www.foxnews.com/world/2018/03/24/lights-go-dark-for-earth-hour-to-focus-on-climate-change.html
ENVIRONMENT,Cyprus' British base police say 'huge' drop in bird trapping,http://www.foxnews.com/world/2018/03/23/cyprus-british-base-police-say-huge-drop-in-bird-trapping.html
ENVIRONMENT,13 holiday hikers rescued from snowy Tokyo mountain,http://www.foxnews.com/world/2018/03/22/13-holiday-hikers-rescued-from-snowy-tokyo-mountain.html
ENVIRONMENT,30 treated for exposure as Indonesian volcano belches fumes,http://www.foxnews.com/world/2018/03/21/30-treated-for-exposure-as-indonesian-volcano-belches-fumes.html
ENVIRONMENT,2 US tourists die in helicopter crash on Great Barrier Reef,http://www.foxnews.com/world/2018/03/21/2-us-tourists-die-in-helicopter-crash-on-great-barrier-reef.html
ENVIRONMENT,Groups seek ban on Mexican seafood from Gulf of California,http://www.foxnews.com/world/2018/03/21/groups-seek-ban-on-mexican-seafood-from-gulf-california.html
WHITE HOUSE,"John Stossel: Pompeo, Trump and the Paris climate agreement",http://www.foxnews.com/opinion/2018/03/21/john-stossel-pompeo-trump-and-paris-climate-agreement.html
ENVIRONMENT,Italian fashion chamber working toward sustainability goals,http://www.foxnews.com/world/2018/03/20/italian-fashion-chamber-working-toward-sustainability-goals.html
ENVIRONMENT,Free-roaming hippo transported to zoo in southern Mexico,http://www.foxnews.com/world/2018/03/20/free-roaming-hippo-transported-to-zoo-in-southern-mexico.html
ENVIRONMENT,German prosecutors search automaker BMW's HQ in diesel probe,http://www.foxnews.com/world/2018/03/20/german-prosecutors-search-automaker-bmws-hq-in-diesel-probe.html
ENVIRONMENT,Indian wildlife sanctuary sees jump in one-horned rhinos,http://www.foxnews.com/world/2018/03/20/indian-wildlife-sanctuary-sees-jump-in-one-horned-rhinos.html
ENVIRONMENT,Norwegian aluminum maker apologizes for pollution in Brazil,http://www.foxnews.com/world/2018/03/19/norwegian-aluminum-maker-apologizes-for-pollution-in-brazil.html
ENVIRONMENT,Bolivia takes sea access dispute with Chile to world court,http://www.foxnews.com/world/2018/03/19/bolivia-takes-sea-access-dispute-with-chile-to-world-court.html
ENVIRONMENT,"In the Seychelles, coral reefs face climate change threat",http://www.foxnews.com/world/2018/03/19/in-seychelles-coral-reefs-face-climate-change-threat.html
ENVIRONMENT,Bodies of 2 French skiers found after Swiss Alps avalanche,http://www.foxnews.com/world/2018/03/18/bodies-2-french-skiers-found-after-swiss-alps-avalanche.html
ENVIRONMENT,"Coke, Nestlé not negotiating to privatize massive aquifer",http://www.foxnews.com/world/2018/03/15/coke-nestl-not-negotiating-to-privatize-massive-aquifer.html
ENVIRONMENT,11 arrested in Greece on migrant smuggling charges,http://www.foxnews.com/world/2018/03/15/11-arrested-in-greece-on-migrant-smuggling-charges.html
ENVIRONMENT,Seismic center: Caribbean undersea volcano may soon erupt,http://www.foxnews.com/world/2018/03/13/seismic-center-caribbean-undersea-volcano-may-soon-erupt.html
ENVIRONMENT,Suspected migrant's body found in northern Greek river,http://www.foxnews.com/world/2018/03/13/suspected-migrants-body-found-in-northern-greek-river.html
ENVIRONMENT,Volkswagen boss vows to be 'part of solution' on diesel,http://www.foxnews.com/world/2018/03/13/volkswagen-boss-vows-to-be-part-solution-on-diesel.html
ENVIRONMENT,4 Albanian climbers trapped on snowy mountain in the south,http://www.foxnews.com/world/2018/03/12/4-albanian-climbers-trapped-on-snowy-mountain-in-south.html
ENVIRONMENT,"Trump administrations words, deeds on Africa are colliding",http://www.foxnews.com/world/2018/03/11/trump-administrations-words-deeds-on-africa-are-colliding.html
ENVIRONMENT,French president pokes at Trump for leaving Paris accord,http://www.foxnews.com/world/2018/03/11/french-president-pokes-at-trump-for-leaving-paris-accord.html
ENVIRONMENT,Sumatran tiger fatally attacks man in western Indonesia,http://www.foxnews.com/world/2018/03/11/sumatran-tiger-fatally-attacks-man-in-western-indonesia.html
ENVIRONMENT,Indonesia seizes illegally logged wood from Papua,http://www.foxnews.com/world/2018/03/09/indonesia-seizes-illegally-logged-wood-from-papua.html
ENVIRONMENT,"Crew with seeds, corals restore environment in Puerto Rico",http://www.foxnews.com/world/2018/03/09/crew-with-seeds-corals-restore-environment-in-puerto-rico.html
ENVIRONMENT,China to build massive $1.5 billion panda conservation area,http://www.foxnews.com/world/2018/03/08/china-to-build-massive-1-5-billion-panda-conservation-area.html
ASIA,Watch: Zoo's smoking orangutan riles animal activists in Indonesia,http://www.foxnews.com/world/2018/03/07/watch-zoos-smoking-orangutan-riles-animal-activists-in-indonesia.html
ENVIRONMENT,Cape Town tap closure is less likely because of conservation,http://www.foxnews.com/world/2018/03/07/cape-town-tap-closure-is-less-likely-because-conservation.html
ENVIRONMENT,Fukushima plant ice wall partly reduces radioactive water,http://www.foxnews.com/world/2018/03/07/fukushima-plant-ice-wall-partly-reduces-radioactive-water.html
OCEANS,Tens of thousands of dead sea creatures wash up on British beach,http://www.foxnews.com/science/2018/03/06/tens-thousands-dead-sea-creatures-wash-up-on-british-beach.html
ENVIRONMENT,UN chief appoints Bloomberg as envoy for climate action,http://www.foxnews.com/world/2018/03/05/un-chief-appoints-bloomberg-as-envoy-for-climate-action.html
ENVIRONMENT,Monarch butterfly numbers off for 2nd year in Mexico,http://www.foxnews.com/world/2018/03/05/monarch-butterfly-numbers-off-for-2nd-year-in-mexico.html
ENVIRONMENT,Trump's Panama City hotel remains open despite problems,http://www.foxnews.com/world/2018/03/05/trumps-panama-city-hotel-remains-open-despite-problems.html
ENVIRONMENT,"Clash of local officials, vigilantes leaves 11 dead",http://www.foxnews.com/world/2018/03/01/clash-local-officials-vigilantes-leaves-11-dead.html
ENVIRONMENT,Brazil court largely upholds law that some fear hurts Amazon,http://www.foxnews.com/world/2018/03/01/brazil-court-largely-upholds-law-that-some-fear-hurts-amazon.html
ENVIRONMENT,"Paris Fashion Week: Roaring Twenties, nature, Glam Rock",http://www.foxnews.com/world/2018/02/28/paris-fashion-week-roaring-twenties-nature-glam-rock.html
ENVIRONMENT,"Cracking the mysteries of the elusive, majestic whale shark",http://www.foxnews.com/world/2018/02/28/cracking-mysteries-elusive-majestic-whale-shark.html
ENVIRONMENT,UN development program names Pakistani a goodwill ambassador,http://www.foxnews.com/world/2018/02/26/un-development-program-names-pakistani-goodwill-ambassador.html
ENVIRONMENT,8 charged in murder of wildlife conservationist in Tanzania,http://www.foxnews.com/world/2018/02/23/8-charged-in-murder-wildlife-conservationist-in-tanzania.html
ENVIRONMENT,Seychelles swaps debt for groundbreaking marine protection,http://www.foxnews.com/world/2018/02/23/seychelles-swaps-debt-for-groundbreaking-marine-protection.html
ENVIRONMENT,The Latest: Police: Brussels incident 'not terror-related',http://www.foxnews.com/world/2018/02/22/latest-police-brussels-incident-not-terror-related.html
ENVIRONMENT,Mexico finds illegal avocado plantation in Monarch reserve,http://www.foxnews.com/world/2018/02/21/mexico-finds-illegal-avocado-plantation-in-monarch-reserve.html
ENVIRONMENT,"Amid a flood of plastic, big companies see opportunity",http://www.foxnews.com/world/2018/02/21/amid-flood-plastic-big-companies-see-opportunity.html
ENVIRONMENT,Snow isolates Moroccan mountain villages more used to sun,http://www.foxnews.com/world/2018/02/21/snow-isolates-moroccan-mountain-villages-more-used-to-sun.html
ENVIRONMENT,Australia helps Indian Ocean neighbors enhance rescue skills,http://www.foxnews.com/world/2018/02/20/australia-helps-indian-ocean-neighbors-enhance-rescue-skills.html
ENVIRONMENT,EU advocate says Poland broke law by logging in forest,http://www.foxnews.com/world/2018/02/20/eu-advocate-says-poland-broke-law-by-logging-in-forest.html
ENVIRONMENT,US F-16 dumped 2 fuel tanks near fishermen at Japan lake,http://www.foxnews.com/world/2018/02/20/us-f-16-dumped-2-fuel-tanks-near-fishermen-at-japan-lake.html
ENVIRONMENT,Volcanic blast reshaped summit of Indonesia's Mount Sinabung,http://www.foxnews.com/world/2018/02/20/volcanic-blast-reshaped-summit-indonesias-mount-sinabung.html
ENVIRONMENT,Gray whale returned to ocean after 3 days beached in Mexico,http://www.foxnews.com/world/2018/02/19/gray-whale-returned-to-ocean-after-3-days-beached-in-mexico.html
ENVIRONMENT,Experts: Vast underwater archeology site imperiled in Mexico,http://www.foxnews.com/world/2018/02/19/experts-vast-underwater-archeology-site-imperiled-in-mexico.html
ENVIRONMENT,Mexicans hold mournful procession for endangered porpoise,http://www.foxnews.com/world/2018/02/17/mexicans-hold-mournful-procession-for-endangered-porpoise.html
ENVIRONMENT,"Hoodies, frills, bold color: London Fashion Week kicks off",http://www.foxnews.com/world/2018/02/16/hoodies-frills-bold-color-london-fashion-week-kicks-off.html
ENVIRONMENT,Civilians have no place to run as Turkey offensive drags on,http://www.foxnews.com/world/2018/02/16/civilians-have-no-place-to-run-as-turkey-offensive-drags-on.html
ENVIRONMENT,"Borneo's orangutan population plunged by 100,000 since 1999",http://www.foxnews.com/world/2018/02/15/borneos-orangutan-population-plunged-by-100000-since-1999.html
ENVIRONMENT,3 skiers die in avalanche in the French Pyrenees,http://www.foxnews.com/world/2018/02/15/3-skiers-die-in-avalanche-in-french-pyrenees.html
ENVIRONMENT,Frenchman admits killing girl who vanished from Alps wedding,http://www.foxnews.com/world/2018/02/14/frenchman-admits-killing-girl-who-vanished-from-alps-wedding.html
ENVIRONMENT,Lions kill suspected poacher in South African wildlife area,http://www.foxnews.com/world/2018/02/14/lions-kill-suspected-poacher-in-south-african-wildlife-area.html
ENVIRONMENT,Dozens of dolphins stranded in Mexico's Baja California Sur,http://www.foxnews.com/world/2018/02/13/dozens-dolphins-stranded-in-mexicos-baja-california-sur.html
ENVIRONMENT,US Embassy mission member dies in Mexico climbing accident,http://www.foxnews.com/world/2018/02/13/us-embassy-mission-member-dies-in-mexico-climbing-accident.html
ENVIRONMENT,"Mexicans rescue 1 American climber, try to recover another",http://www.foxnews.com/world/2018/02/12/mexicans-rescue-1-american-climber-try-to-recover-another.html
ENVIRONMENT,2 Macedonian climbers found frozen to death on mountain top,http://www.foxnews.com/world/2018/02/11/2-macedonian-climbers-found-frozen-to-death-on-mountain-top.html
ENVIRONMENT,Robert De Niro takes aim at Trump's climate change policy,http://www.foxnews.com/world/2018/02/11/robert-de-niro-takes-aim-at-trumps-climate-change-policy.html
ENVIRONMENT,"India, China vie for influence as crisis unfolds in Maldives",http://www.foxnews.com/world/2018/02/10/india-china-vie-for-influence-as-crisis-unfolds-in-maldives.html
ENVIRONMENT,French activists celebrate abandoned airport project,http://www.foxnews.com/world/2018/02/10/french-activists-celebrate-abandoned-airport-project.html
ENVIRONMENT,"Bali volcano decreases in activity, alert status lowered",http://www.foxnews.com/world/2018/02/10/bali-volcano-decreases-in-activity-alert-status-lowered.html
ENVIRONMENT,Mexico hopes fish farming can help save endangered porpoise,http://www.foxnews.com/world/2018/02/09/mexico-hopes-fish-farming-can-help-save-endangered-porpoise.html
ENVIRONMENT,Thai capital known for tourist sites chokes in polluted haze,http://www.foxnews.com/world/2018/02/08/thai-capital-known-for-tourist-sites-chokes-in-polluted-haze.html
ENVIRONMENT,Mars on Earth: Simulation tests in remote desert of Oman,http://www.foxnews.com/world/2018/02/08/mars-on-earth-simulation-tests-in-remote-desert-oman.html
OCEANS,Science or silence? My battle to question doomsayers about the Great Barrier Reef,http://www.foxnews.com/opinion/2018/02/08/science-or-silence-my-battle-to-question-doomsayers-about-great-barrier-reef.html
ENVIRONMENT,Rescued climber angry over delayed help for ailing colleague,http://www.foxnews.com/world/2018/02/07/rescued-climber-angry-over-delayed-help-for-ailing-colleague.html
ENVIRONMENT,Ally or rival? Macron to visit Trump on US visit late April,http://www.foxnews.com/world/2018/02/07/ally-or-rival-macron-to-visit-trump-on-us-visit-late-april.html
ENVIRONMENT,"DNA suggests 10,000-year-old Brit had dark skin, blue eyes",http://www.foxnews.com/world/2018/02/07/dna-suggests-10000-year-old-brit-had-dark-skin-blue-eyes.html
ENVIRONMENT,Rare dinosaur discovery in Egypt could signal more finds,http://www.foxnews.com/world/2018/02/06/rare-dinosaur-discovery-in-egypt-could-signal-more-finds.html
ENVIRONMENT,Thai construction magnate arrested for hunting in sanctuary,http://www.foxnews.com/world/2018/02/06/thai-construction-magnate-arrested-for-hunting-in-sanctuary.html
ENVIRONMENT,Vietnam jails activist for livestreaming pollution march,http://www.foxnews.com/world/2018/02/06/vietnam-jails-activist-for-livestreaming-pollution-march.html
ENVIRONMENT,UN court: Nicaragua must pay Costa Rica environmental costs,http://www.foxnews.com/world/2018/02/02/un-court-nicaragua-must-pay-costa-rica-environmental-costs.html
ENVIRONMENT,January was hottest month ever recorded in New Zealand,http://www.foxnews.com/world/2018/02/01/january-was-hottest-month-ever-recorded-in-new-zealand.html
ENVIRONMENT,Rescuers try to save 100 saffron finches found in Peru bus,http://www.foxnews.com/world/2018/02/01/rescuers-try-to-save-100-saffron-finches-found-in-peru-bus.html
ENVIRONMENT,Zimbabwe to issue 99-year leases to remaining white farmers,http://www.foxnews.com/world/2018/02/01/zimbabwe-to-issue-99-year-leases-to-remaining-white-farmers.html
ENVIRONMENT,Gambia's president says recovery 'like carrying a mountain',http://www.foxnews.com/world/2018/02/01/gambias-president-says-recovery-like-carrying-mountain.html
ENVIRONMENT,Vietnam veterans recall all-female Tet Offensive squad,http://www.foxnews.com/world/2018/02/01/vietnam-veterans-recall-all-female-tet-offensive-squad.html
ENVIRONMENT,Lava spreads more than 2 miles from Philippine volcano,http://www.foxnews.com/world/2018/01/31/lava-spreads-more-than-2-miles-from-philippine-volcano.html
ENVIRONMENT,Golden age of ocean travel celebrated at London museum,http://www.foxnews.com/world/2018/01/31/golden-age-ocean-travel-celebrated-at-london-museum.html
ENVIRONMENT,"Environment, gender equality on agenda at G7 Canada meeting",http://www.foxnews.com/world/2018/01/31/environment-gender-equality-on-agenda-at-g7-canada-meeting.html
ENVIRONMENT,French mountain climber rescued recovering in hospital,http://www.foxnews.com/world/2018/01/31/french-mountain-climber-rescued-recovering-in-hospital.html
ENVIRONMENT,Cambodian forest protectors slain after confronting loggers,http://www.foxnews.com/world/2018/01/31/cambodian-forest-protectors-slain-after-confronting-loggers.html
ENVIRONMENT,Significant ash falls near erupting Philippine volcano,http://www.foxnews.com/world/2018/01/29/significant-ash-falls-near-erupting-philippine-volcano.html
ENVIRONMENT,Philippines eyes turning volcano villages to 'no man's land',http://www.foxnews.com/world/2018/01/29/philippines-eyes-turning-volcano-villages-to-no-mans-land.html
ENVIRONMENT,Rescued French climber recovering in Pakistani hospital,http://www.foxnews.com/world/2018/01/29/rescued-french-climber-recovering-in-pakistani-hospital.html
ENVIRONMENT,2 British skiers die in Mont Blanc fall in icy Alps,http://www.foxnews.com/world/2018/01/29/2-british-skiers-die-in-mont-blanc-fall-in-icy-alps.html
ENVIRONMENT,Trump wishes royal couple well amid uncertain wedding invite,http://www.foxnews.com/world/2018/01/27/trump-wishes-royal-couple-well-amid-uncertain-wedding-invite.html
ENVIRONMENT,Rough weather hampers rescue of climbers in Himalayas,http://www.foxnews.com/world/2018/01/27/rough-weather-hampers-rescue-climbers-in-himalayas.html
ENVIRONMENT,2 European climbers stuck on Himalayan peak; rescue planned,http://www.foxnews.com/world/2018/01/26/2-european-climbers-stuck-on-himalayan-peak-rescue-planned.html
ENVIRONMENT,"Tanzania to auction 3 tons of hippo teeth, despite criticism",http://www.foxnews.com/world/2018/01/26/tanzania-to-auction-3-tons-hippo-teeth-despite-criticism.html
ENVIRONMENT,New hunting law falls prey to old habits in Lebanon,http://www.foxnews.com/world/2018/01/26/new-hunting-law-falls-prey-to-old-habits-in-lebanon.html
ENVIRONMENT,"Lava spilling from Philippine volcano, ash coating land",http://www.foxnews.com/world/2018/01/25/lava-spilling-from-philippine-volcano-ash-coating-land.html
ENVIRONMENT,Tanzanian police accused of failure in conservationist death,http://www.foxnews.com/world/2018/01/25/tanzanian-police-accused-failure-in-conservationist-death.html
ENVIRONMENT,Erupting Philippine volcano still swelling with magma below,http://www.foxnews.com/world/2018/01/24/erupting-philippine-volcano-still-swelling-with-magma-below.html
ENVIRONMENT,"300 dead sharks found by Mexico roadside, 150 miles from sea",http://www.foxnews.com/world/2018/01/24/300-dead-sharks-found-by-mexico-roadside-150-miles-from-sea.html
ENVIRONMENT,Philippine volcano spreads lava almost 2 miles from crater,http://www.foxnews.com/world/2018/01/23/philippine-volcano-spreads-lava-almost-2-miles-from-crater.html
APPLE,"Apple teams up with Malala Fund to educate more than 100,000 girls worldwide",http://www.foxnews.com/tech/2018/01/23/apple-teams-up-with-malala-fund-to-educate-more-than-100000-girls-worldwide.html
ENVIRONMENT,Garbage on the beach: Flood of waste stirs uproar in Lebanon,http://www.foxnews.com/world/2018/01/23/garbage-on-beach-flood-waste-stirs-uproar-in-lebanon.html
ENVIRONMENT,9 injured in apparent volcano eruption near Japan ski resort,http://www.foxnews.com/world/2018/01/22/9-injured-in-apparent-volcano-eruption-near-japan-ski-resort.html
ENVIRONMENT,"Philippine volcano spews fountains of lava, big ash plumes",http://www.foxnews.com/world/2018/01/22/philippine-volcano-spews-fountains-lava-big-ash-plumes.html
ENVIRONMENT,"German authorities tell Audi to recall 127,000 diesels",http://www.foxnews.com/world/2018/01/22/german-authorities-tell-audi-to-recall-127000-diesels.html
ENVIRONMENT,"Philippine volcano explodes, authorities raise alert level",http://www.foxnews.com/world/2018/01/22/philippine-volcano-explodes-authorities-raise-alert-level.html
ENVIRONMENT,"AP PHOTOS: Dakar Rally a grueling test of sand, dust and mud",http://www.foxnews.com/world/2018/01/22/ap-photos-dakar-rally-grueling-test-sand-dust-and-mud.html
ENVIRONMENT,"Island volcano in Papua New Guinea erupts with ash, steam",http://www.foxnews.com/world/2018/01/21/island-volcano-in-papua-new-guinea-erupts-with-ash-steam.html
ENVIRONMENT,French airport activists start unblocking road,http://www.foxnews.com/world/2018/01/20/french-airport-activists-start-unblocking-road.html
ENVIRONMENT,"Gabon says major ivory trafficking ring dismantled, 9 held",http://www.foxnews.com/world/2018/01/20/gabon-says-major-ivory-trafficking-ring-dismantled-9-held.html
ENVIRONMENT,Thai police arrest suspected kingpin of wildlife trafficking,http://www.foxnews.com/world/2018/01/20/thai-police-arrest-suspected-kingpin-wildlife-trafficking.html
ENVIRONMENT,Indian army soldiers fight fire from highly polluted lake,http://www.foxnews.com/world/2018/01/20/indian-army-soldiers-fight-fire-from-highly-polluted-lake.html
ENVIRONMENT,"Baby dies, 17 injured after car hits crowd on Rio boardwalk",http://www.foxnews.com/world/2018/01/19/baby-dies-17-injured-after-car-hits-crowd-on-rio-boardwalk.html
ENVIRONMENT,"Puerto Rico reopens 12 nature reserves, refuges after Maria",http://www.foxnews.com/world/2018/01/18/puerto-rico-reopens-12-nature-reserves-refuges-after-maria.html
ENVIRONMENT,Expert says major eruption in Papua New Guinea could be soon,http://www.foxnews.com/world/2018/01/17/expert-says-major-eruption-in-papua-new-guinea-could-be-soon.html
ENVIRONMENT,Archaeologists in Mexico claim world's longest flooded cave,http://www.foxnews.com/world/2018/01/17/archaeologists-in-mexico-claim-worlds-longest-flooded-cave.html
ENVIRONMENT,EU suspends Kenya water conservation funding over killing,http://www.foxnews.com/world/2018/01/17/eu-suspends-kenya-water-conservation-funding-over-killing.html
ENVIRONMENT,Police mobilize against protesters in French airport dispute,http://www.foxnews.com/world/2018/01/17/police-mobilize-against-protesters-in-french-airport-dispute.html
ENVIRONMENT,Glowing red lava causes more to flee from Philippine volcano,http://www.foxnews.com/world/2018/01/16/glowing-red-lava-causes-more-to-flee-from-philippine-volcano.html
ENVIRONMENT,"Volcano in Papua New Guinea little known, hard to predict",http://www.foxnews.com/world/2018/01/16/volcano-in-papua-new-guinea-little-known-hard-to-predict.html
ENVIRONMENT,Oil spill from sunken tanker is expanding in East China Sea,http://www.foxnews.com/world/2018/01/15/oil-spill-from-sunken-tanker-is-expanding-in-east-china-sea.html
ENVIRONMENT,Glowing red lava rolls down slopes of Philippine volcano,http://www.foxnews.com/world/2018/01/15/glowing-red-lava-rolls-down-slopes-philippine-volcano.html
ENVIRONMENT,Papua New Guinea evacuates thousands threatened by volcano,http://www.foxnews.com/world/2018/01/15/papua-new-guinea-evacuates-thousands-threatened-by-volcano.html
ENVIRONMENT,"Lava flowing from Philippine volcano, thousands evacuated",http://www.foxnews.com/world/2018/01/14/lava-flowing-from-philippine-volcano-thousands-evacuated.html
ENVIRONMENT,"Thailand seizes large elephant tusks worth over $450,000",http://www.foxnews.com/world/2018/01/12/thailand-seizes-large-elephant-tusks-worth-over-450000.html
ENVIRONMENT,Study: Warming puts millions more at risk from river floods,http://www.foxnews.com/world/2018/01/11/study-warming-puts-millions-more-at-risk-from-river-floods.html
ENVIRONMENT,Pack of wolves in Romania filmed by surveillance camera,http://www.foxnews.com/world/2018/01/10/pack-wolves-in-romania-filmed-by-surveillance-camera.html
ENVIRONMENT,Leopards kill at least 3 children in rural India,http://www.foxnews.com/world/2018/01/10/leopards-kill-at-least-3-children-in-rural-india.html
ENVIRONMENT,"China, Asia leaders discuss Mekong dam projects",http://www.foxnews.com/world/2018/01/10/china-asia-leaders-discuss-mekong-dam-projects.html
ENVIRONMENT,Malaysia to pay firm up to $70 mln if it finds missing plane,http://www.foxnews.com/world/2018/01/10/malaysia-to-pay-firm-up-to-70-mln-if-it-finds-missing-plane.html
ENVIRONMENT,Australia experiences 3rd hottest year on record in 2017,http://www.foxnews.com/world/2018/01/09/australia-experiences-3rd-hottest-year-on-record-in-2017.html
ENVIRONMENT,Egypt building water purification plant in face of shortages,http://www.foxnews.com/world/2018/01/09/egypt-building-water-purification-plant-in-face-shortages.html
ENVIRONMENT,Macedonia takes emergency measures against air pollution,http://www.foxnews.com/world/2018/01/08/macedonia-takes-emergency-measures-against-air-pollution.html
ENVIRONMENT,Second US military chopper makes emergency landing in Japan,http://www.foxnews.com/world/2018/01/08/second-us-military-chopper-makes-emergency-landing-in-japan.html
ENVIRONMENT,"Venezuelans scour polluted river for lost treasure, survival",http://www.foxnews.com/world/2018/01/08/venezuelans-scour-polluted-river-for-lost-treasure-survival.html
ENVIRONMENT,Malaysia approves new search for missing airliner,http://www.foxnews.com/world/2018/01/06/malaysia-approves-new-search-for-missing-airliner.html
ENVIRONMENT,Rare Sumatran tiger kills Indonesian palm oil worker,http://www.foxnews.com/world/2018/01/05/rare-sumatran-tiger-kills-indonesian-palm-oil-worker.html
ENVIRONMENT,Norway court acquits government sued by green groups,http://www.foxnews.com/world/2018/01/04/norway-court-acquits-government-sued-by-green-groups.html
ENVIRONMENT,Sanctuary on side of Mexican volcano could be universe model,http://www.foxnews.com/world/2018/01/03/sanctuary-on-side-mexican-volcano-could-be-universe-model.html
ENVIRONMENT,Brazilian environmentalists studying deaths of dolphins,http://www.foxnews.com/world/2018/01/03/brazilian-environmentalists-studying-deaths-dolphins.html
ENVIRONMENT,Climber who died in South Africa said to be from Hong Kong,http://www.foxnews.com/world/2018/01/03/climber-who-died-in-south-africa-said-to-be-from-hong-kong.html
ENVIRONMENT,Serbian authorities discover 25 tons of hidden toxic waste,http://www.foxnews.com/world/2017/12/29/serbian-authorities-discover-25-tons-hidden-toxic-waste.html
ENVIRONMENT,VW loses German court bid over diesel scandal audit,http://www.foxnews.com/world/2017/12/29/vw-loses-german-court-bid-over-diesel-scandal-audit.html
ENVIRONMENT,Britain's Margaret Thatcher in 1981: No panda on my plane,http://www.foxnews.com/world/2017/12/29/britains-margaret-thatcher-in-1981-no-panda-on-my-plane.html
ENVIRONMENT,Prominent Russian environmentalist brutally beaten,http://www.foxnews.com/world/2017/12/29/prominent-russian-environmentalist-brutally-beaten.html
ENVIRONMENT,Mexican traffickers now shipping endangered fish meat,http://www.foxnews.com/world/2017/12/28/mexican-traffickers-now-shipping-endangered-fish-meat.html
ENVIRONMENT,Rescued sailor claims he spent 7 months lost on Indian Ocean,http://www.foxnews.com/world/2017/12/28/rescued-sailor-claims-spent-7-months-lost-on-indian-ocean.html
ENVIRONMENT,Fishermen in Mexico shoot down environmental group's drone,http://www.foxnews.com/world/2017/12/27/fishermen-in-mexico-shoot-down-environmental-groups-drone.html
ENVIRONMENT,Prince Harry joins African conservation group as president,http://www.foxnews.com/world/2017/12/27/prince-harry-joins-african-conservation-group-as-president.html
